Tip_label,Rate
Vitaceae_Tetrastigma_leucostaphylum,1.60050051432601
Vitaceae_Tetrastigma_rumicispermum,1.60050051432601
Vitaceae_Tetrastigma_voinierianum,1.60050051432601
Vitaceae_Tetrastigma_obovatum,1.60050051432601
Vitaceae_Tetrastigma_dubium,1.60050051432601
Vitaceae_Vitis_vinifera,1.07819667575952
Vitaceae_Vitis_riparia,1.09187626392125
Vitaceae_Vitis_arizonica,1.09613041891989
Vitaceae_Vitis_yeshanensis,1.09613041891989
Vitaceae_Vitis_californica,1.09613041891989
Vitaceae_Vitis_vulpina,1.09613041891989
Vitaceae_Vitis_cinerea,1.09613041891989
Vitaceae_Vitis_cordifolia,1.09613041891989
Vitaceae_Vitis_flexuosa,1.09606713079275
Vitaceae_Vitis_amurensis,1.09606713079275
Vitaceae_Vitis_aestivalis,1.09632998002744
Vitaceae_Vitis_betulifolia,1.09632998002744
Vitaceae_Vitis_quinquangularis,1.09632998002744
Vitaceae_Vitis_jacquemontii,1.09632998002744
Vitaceae_Vitis_coignetiae,1.09632998002744
Vitaceae_Vitis_thunbergii,1.09632998002744
Vitaceae_Vitis_ficifolia,1.09632998002744
Vitaceae_Vitis_palmata,1.09632998002744
Vitaceae_Vitis_treleasei,1.09471369705946
Vitaceae_Vitis_rupestris,1.09320556733628
Vitaceae_Vitis_acerifolia,1.09498684850597
Vitaceae_Vitis_girdiana,1.09498684850597
Vitaceae_Vitis_rotundifolia,0.0857966763603041
Vitaceae_Tetrastigma_lauterbachianum,0.0858902221409377
Vitaceae_Cayratia_acris,0.0865212452229304
Vitaceae_Cayratia_mollissima,0.0865047626287115
Vitaceae_Vitis_labrusca,0.087195809489682
Vitaceae_Vitis_tiliifolia,0.0871243818553155
Vitaceae_Rhoicissus_revoilii,0.0886016247496246
Vitaceae_Rhoicissus_tomentosa,0.0886016247496246
Vitaceae_Rhoicissus_tridentata,0.0884455829935617
Vitaceae_Cissus_carnosa,0.0854262850493911
Vitaceae_Tetrastigma_sp,0.0858918523357187
Vitaceae_Cissus_trianae,0.0862101083204077
Vitaceae_Cissus_simsiana,0.0865047626287115
Vitaceae_Cissus_striata,0.0865212452229304
Vitaceae_Cissus_tinctoria,0.225234263730574
Vitaceae_Cissus_campestris,0.225413106337467
Vitaceae_Cissus_pseudoverticillata,0.225189779807781
Vitaceae_Cissus_neei,0.224721383051422
Vitaceae_Cissus_pteroclada,0.225234263730574
Vitaceae_Cissus_alata,0.225818395122509
Vitaceae_Cissus_verticillata,0.225818395122509
Vitaceae_Cissus_araguainensis,0.225413106337467
Vitaceae_Cissus_fuliginea,0.224986480464504
Vitaceae_Cissus_descoingsii,0.224986480464504
Vitaceae_Cissus_tiliacea,0.220706773395022
Vitaceae_Cissus_obliqua,0.0958562997837093
Vitaceae_Cissus_pulcherrima,0.370539345353793
Vitaceae_Cissus_serroniana,0.370555132306912
Vitaceae_Cissus_paullinifolia,0.370465626498019
Vitaceae_Cissus_bahiensis,0.370555132306912
Vitaceae_Cissus_spinosa,0.370590777077645
Vitaceae_Cissus_blanchetiana,0.370590777077645
Vitaceae_Cissus_pinnatifolia,0.370465626498019
Vitaceae_Cissus_decidua,0.369996525169109
Vitaceae_Cissus_stipulata,0.369518555535396
Vitaceae_Cissus_apendiculata,0.373105454945474
Vitaceae_Cissus_surinamensis,0.373424773310334
Vitaceae_Cissus_sulcicaulis,0.373105454945474
Vitaceae_Cissus_duarteana,0.373424773310334
Vitaceae_Cissus_paraensis,0.373424773310334
Vitaceae_Cissus_gongylodes,0.372559845000045
Vitaceae_Cissus_sp,0.370558697224197
Vitaceae_Cissus_ulmifolia,0.369843254282072
Vitaceae_Cissus_erosa,0.365376430842172
Vitaceae_Cissus_assamica,0.0929197289799019
Vitaceae_Cissus_quadrangularis,0.0929238963978971
Vitaceae_Cissus_reniformis,0.0934607633708382
Vitaceae_Cissus_cactiformis,0.0935752354337743
Vitaceae_Cissus_repens,0.0928056921554347
Vitaceae_Cissus_javana,0.0929197289799019
Vitaceae_Cissus_hastata,0.092911125099911
Vitaceae_Cissus_cornifolia,0.0928513359124998
Vitaceae_Cissus_elongata,0.0854903325883818
Vitaceae_Parthenocissus_quinquefolia,0.0856041864683776
Vitaceae_Parthenocissus_inserta,0.0856363410795834
Vitaceae_Parthenocissus_dalzielii,0.0851127049082196
Vitaceae_Vitis_bryoniifolia,1.57172647227644
Vitaceae_Vitis_davidii,1.57172647227644
Vitaceae_Vitis_japonica,1.57172647227644
Vitaceae_Vitis_heyneana,1.57172647227644
Vitaceae_Vitis_bellula,1.57172647227644
Vitaceae_Ampelopsis_delavayana,0.0850066969005738
Vitaceae_Ampelopsis_megalophylla,0.0884362136192493
Vitaceae_Ampelopsis_chaffanjonii,0.088430696644978
Vitaceae_Ampelopsis_grossedentata,0.0884446228787516
Vitaceae_Ampelopsis_arborea,0.0884455829935617
Vitaceae_Ampelopsis_cantoniensis,0.0884455829935617
Vitaceae_Leea_javanica,0.262127749709415
Vitaceae_Leea_compactiflora,0.262127749709415
Vitaceae_Leea_longifolia,0.262100460992945
Vitaceae_Leea_spinea,0.262290214714632
Vitaceae_Vitis_monticola,0.262290214714632
Vitaceae_Leea_rubra,0.262100460992945
Vitaceae_Yua_thomsonii,0.263036353263918
Vitaceae_Leea_indica,0.263036353263918
Vitaceae_Leea_aequata,0.262627578840144
Vitaceae_Leea_coccinea,0.26273897052584
Vitaceae_Leea_guineensis,0.263005777511517
Vitaceae_Leea_guineense,0.262188058447982
Vitaceae_Leea_asiatica,0.218816743208402
Vitaceae_Leea_macrophylla,0.218195940568517
Vitaceae_Leea_amabilis,0.260327745594479
Vitaceae_Leea_macropus,0.263598691224263
Vitaceae_Leea_coryphantha,0.268600388429455
Vitaceae_Leea_gonioptera,0.268600388429455
Vitaceae_Leea_papuana,0.268715055298048
Vitaceae_Leea_acuminatissima,0.268715055298048
Vitaceae_Leea_congesta,0.268715055298048
Vitaceae_Leea_philippinensis,0.268715055298048
Vitaceae_Leea_aculeata,0.242511359975325
Vitaceae_Leea_sp,0.242954698377493
Vitaceae_Leea_angulata,0.242954698377493
